"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","is_station","is_district","is_postcode","predict","profitMargin","buy","actualProfit"
"1519",2110,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N8","C",154,7,5,2.8,182,100,"Good","owner-occupied",51.588809,-0.125882,83,38,3,"hornsey","Thames Water",63900,"Haringey","rail",0,1,0,0.7916636,1423000,FALSE,FALSE,FALSE,1208180.61537261,-0.150962322296127,0,0
"1520",3071,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SW18","E",169,9,8.3,4,279,132,"Poor","owner-occupied",51.449499,-0.21139,98,30,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.3958318,1668000,FALSE,FALSE,FALSE,1415589.17071916,-0.151325437218731,0,0
"1521",9656,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR8","D",150,7,5.3,3.2,199,118,"Average","owner-occupied",51.332146,-0.129128,104,102,6,"reedham","SES Water",67500,"Croydon","rail",0,1,0,0.5132764,821000,FALSE,FALSE,FALSE,696371.267705502,-0.151801135559681,0,0
"1522",5192,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",73,3,3.1,0.8,245,56,"Average","rental (private)",51.437401,-0.031654,68,26,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.739466,462000,FALSE,FALSE,FALSE,391764.636198085,-0.152024596973841,0,0
"1523",15131,NA,NA,"T","N","F",NA,NA,NA,"CHADWELL HEATH",NA,NA,"RM6","D",96,5,3.9,1.4,234,84,"Average","owner-occupied",51.570499,0.142043,78,19,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge","rail",0,1,0,0.6735976,450000,FALSE,FALSE,FALSE,381410.267654162,-0.152421627435195,0,0
"1524",15755,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",120,6,6.4,2.3,303,105,"Average","owner-occupied",51.41417,-0.209821,75,19,3,"dundonald road","Thames Water",72900,"Merton","light_rail",0,0,1,0.385268,1029000,FALSE,FALSE,FALSE,871566.742503569,-0.152996362970292,0,0
"1525",8784,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",60,3,3.4,3.3,335,326,"Average","owner-occupied",51.452742,-0.354827,56,16,5,"whitton","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.3653832,608000,FALSE,TRUE,FALSE,514906.549038848,-0.153114228554527,0,0
"1526",212,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE19","D",69,3,3.6,2.2,270,166,"Good","rental (private)",51.411186,-0.077588,82,80,4,"anerley","Thames Water",51400,"Croydon","light_rail",0,1,1,1.096771,358000,FALSE,FALSE,FALSE,303147.425528,-0.153219481765362,0,0
"1527",11199,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",50.4,2,3.1,2.4,371,282,"Average","rental (private)",51.532952,-0.034038,68,15,2,"mile end","Thames Water",55500,"Tower Hamlets","tube",2,0,0,0.7786142,372000,FALSE,FALSE,FALSE,314700.202388393,-0.154031714009698,0,0
"1528",9805,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE17","C",63.36,3,2.8,2.3,269,220,"Very Poor","owner-occupied",51.48527,-0.099808,126,4,2,"kennington","Thames Water",46800,"Southwark","tube",1,0,0,0.4766138,491000,FALSE,FALSE,FALSE,415358.772699059,-0.154055452751407,0,0
"1529",13085,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",73,4,3.1,0.7,243,53,"Average","rental (private)",51.536129,-0.309374,71,29,4,"perivale","Affinity Water",52900,"Brent","tube",1,0,0,0.8562892,518000,FALSE,FALSE,FALSE,438088.948493946,-0.154268439200877,0,0
"1530",8328,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","C",109,6,3.6,1.8,172,84,"Average","owner-occupied",51.524343,-0.325292,67,31,4,"castle bar park","Thames Water",59000,"Ealing","rail",0,1,0,0.3529552,786000,FALSE,FALSE,FALSE,664721.600951038,-0.154298217619544,0,0
"1531",4412,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB5","D",82,5,3.4,1.1,235,74,"Average","owner-occupied",51.548661,-0.358581,171,36,5,"northolt","Affinity Water",53500,"Ealing","tube",1,0,0,0.553046,512000,FALSE,FALSE,FALSE,432780.581102568,-0.154725427534046,0,0
"1532",2397,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA15","E",53,2,5.3,2.3,601,264,"Good","owner-occupied",51.433723,0.100476,42,41,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,0.2435888,278000,FALSE,FALSE,FALSE,234908.124914842,-0.155006744910641,0,0
"1533",5459,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","D",85,4,3.6,1.4,243,93,"Average","owner-occupied",51.345767,-0.051694,85,123,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.0420878,455000,FALSE,FALSE,FALSE,384390.333301986,-0.155186080654976,0,0
"1534",7406,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT6","D",70,3,3.8,2.9,282,213,"Very Poor","owner-occupied",51.38723,-0.298023,85,31,6,"surbiton","Thames Water",63300,"Kingston upon Thames","rail",0,1,0,0.733252,449000,FALSE,FALSE,FALSE,379210.417494082,-0.155433368610062,0,0
"1535",13030,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","E",102,4,5.8,5.4,322,299,"Very Poor","owner-occupied",51.57381,-0.12104,42,58,3,"crouch hill","Thames Water",46300,"Hackney","light_rail",0,0,1,0.2056834,721000,FALSE,FALSE,FALSE,608884.472915477,-0.155500037565219,0,0
"1536",12685,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE25","D",56,3,2.4,1.1,243,117,"Very Poor","rental (private)",51.404921,-0.075047,35,67,4,"norwood junction","Thames Water",45200,"Croydon","light_rail",0,1,1,0.6381778,295000,FALSE,FALSE,FALSE,249121.600890823,-0.15551999698026,0,0
"1537",6240,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",79,4,3.3,1.2,218,77,"Average","owner-occupied",51.438258,0.08772,93,37,5,"sidcup","Thames Water",59300,"Bexley","rail",0,1,0,0.7388446,442000,FALSE,FALSE,FALSE,373202.558176007,-0.155650320868763,0,0
"1538",2828,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W12","D",50,2,2.1,1.3,235,152,"Average","owner-occupied",51.503284,-0.232689,73,8,2,"goldhawk road","Thames Water",51100,"Hammersmith and Fulham","tube",2,0,0,0.304486,392000,FALSE,TRUE,FALSE,330971.052990807,-0.155686089309165,0,0
"1539",10708,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",99,6,4.4,2.7,250,154,"Average","owner-occupied",51.399132,-0.034563,46,40,5,"eden park","Thames Water",59500,"Bromley","rail",0,1,0,0.9370712,586000,FALSE,FALSE,FALSE,494683.161408447,-0.155830782579441,0,0
"1540",13342,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM12","C",44,2,1.8,1.5,248,205,"Average","owner-occupied",51.560871,0.221129,52,29,6,"hornchurch","Essex & Suffolk Water",43600,"Havering","tube",1,0,0,0.4126096,222000,FALSE,FALSE,FALSE,187270.562671783,-0.156438906883861,0,0
"1541",2496,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR2","E",94,5,6.8,2.8,410,165,"Average","owner-occupied",51.325828,-0.069476,46,160,6,"whyteleafe","SES Water",58700,"Croydon","rail",0,1,0,1.6299322,481000,FALSE,FALSE,FALSE,405718.478125641,-0.156510440487234,0,0
"1542",9876,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","E",83,4,5.6,1.9,323,97,"Poor","owner-occupied",51.403095,0.008006,139,41,4,"shortlands","Thames Water",63100,"Bromley","rail",0,1,0,0.3442556,586000,FALSE,FALSE,FALSE,494156.028361036,-0.156730327028949,0,0
"1543",4083,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM1","C",50,3,1.7,1.3,194,151,"Average","owner-occupied",51.57813,0.193321,113,26,6,"romford","Essex & Suffolk Water",43400,"Havering","light_rail",0,1,1,0.5244616,245000,FALSE,FALSE,FALSE,206526.652596551,-0.157034071034485,0,0
"1544",1526,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR7","E",89,3,5.1,1.8,324,113,"Very Poor","owner-occupied",51.398902,0.08798,67,90,6,"st mary cray","Thames Water",52400,"Bromley","rail",0,1,0,1.1328122,519000,FALSE,FALSE,FALSE,437312.386734487,-0.157394245212935,0,0
"1545",2228,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","C",134,6,3.9,1.9,166,80,"Good","owner-occupied",51.404575,-0.037938,134,32,4,"clock house","Thames Water",59500,"Bromley","rail",0,1,0,0.5940584,777000,FALSE,FALSE,FALSE,654563.306981309,-0.157576181491237,0,0
"1546",14424,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",96.6,6,4.9,4.4,271,240,"Average","owner-occupied",51.388276,-0.04358,70,49,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,1.2757342,504000,FALSE,FALSE,FALSE,424300.438474038,-0.158134050646749,0,0
"1547",852,NA,NA,"F","N","L",NA,NA,NA,"WALTHAMSTOW",NA,NA,"E17","C",55.82,3,2.1,2,228,218,"Average","owner-occupied",51.586248,-0.009811,79,37,4,"wood street","Thames Water",42100,"Waltham Forest","light_rail",0,0,1,0.3809182,358000,FALSE,FALSE,FALSE,301084.446955079,-0.15898199174559,0,0
"1548",10459,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",50,3,1.6,0.9,179,106,"Good","rental (private)",51.471184,-0.079199,118,21,2,"peckham rye","Thames Water",56300,"Southwark","light_rail",0,1,1,0.487799,451000,FALSE,FALSE,FALSE,379294.50864672,-0.158992220295521,0,0
"1549",2000,NA,NA,"F","N","L",NA,NA,NA,"CROUCH END",NA,NA,"N8","D",69,3,3,1.9,246,155,"Very Poor","owner-occupied",51.582948,-0.123348,51,44,3,"hornsey","Thames Water",56400,"Haringey","rail",0,1,0,0.7071532,579000,FALSE,FALSE,FALSE,486711.090979479,-0.159393625251331,0,0
"1550",6825,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"EN5","E",141,6,7.8,2.4,316,94,"Very Poor","owner-occupied",51.651068,-0.201689,83,113,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.4542434,983000,FALSE,FALSE,FALSE,826225.790519036,-0.159485462340757,0,0
"1551",2562,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","E",117,5,6.8,3,275,113,"Average","owner-occupied",51.456675,0.077117,79,71,4,"falconwood","Thames Water",52800,"Greenwich","rail",0,1,0,0.3312062,644000,FALSE,FALSE,FALSE,541192.23181208,-0.159639391596149,0,0
"1552",14506,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW7","C",68,5,2.5,0.8,210,64,"Average","rental (private)",51.460874,-0.348014,65,17,5,"hounslow","Thames Water",58400,"Hounslow","rail",0,1,0,0.9209148,507000,FALSE,FALSE,FALSE,425839.94707615,-0.160078999849803,0,0
"1553",7496,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE15","D",122.06,5,6.1,4.8,258,205,"Average","owner-occupied",51.457985,-0.049352,131,38,3,"honor oak park","Thames Water",54200,"Southwark","light_rail",0,0,1,0.8519394,882000,FALSE,FALSE,FALSE,740783.948079633,-0.160108902404044,0,0
"1554",10167,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","C",91,4,2.5,1.1,157,66,"Average","owner-occupied",51.447139,0.106057,90,35,5,"sidcup","Thames Water",51000,"Bexley","rail",0,1,0,1.0371166,443000,FALSE,FALSE,FALSE,371964.709739689,-0.160350542348332,0,0
"1555",11414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","C",47,3,1.7,1.2,203,149,"Very Poor","rental (private)",51.412596,-0.171315,170,18,3,"colliers wood","Thames Water",52500,"Merton","tube",1,0,0,0.817141,275000,FALSE,FALSE,FALSE,230845.36751037,-0.160562299962292,0,0
"1556",2514,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",48.8,2,2.9,1.8,354,222,"Very Poor","owner-occupied",51.457693,-0.142121,69,29,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.4182022,450000,FALSE,FALSE,FALSE,377498.571928423,-0.161114284603503,0,0
"1557",10762,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N2","D",164,6,6,2.9,207,100,"Good","owner-occupied",51.588261,-0.162509,84,87,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.1901484,1436000,FALSE,FALSE,FALSE,1203504.77528166,-0.161904752589376,0,0
"1558",14403,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",78,4,3.4,2,229,133,"Average","rental (social)",51.512734,-0.419938,48,35,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,0.6655194,456000,FALSE,FALSE,FALSE,382146.712641441,-0.161958963505612,0,0
"1559",11694,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA17","E",88,4,5.1,1.3,330,84,"Average","owner-occupied",51.479274,0.146061,42,45,5,"belvedere","Thames Water",50100,"Bexley","rail",0,1,0,1.3409812,436000,FALSE,FALSE,FALSE,365374.39440481,-0.161985333933922,0,0
"1560",7920,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM6","C",49,2,1.6,1.3,167,145,"Average","owner-occupied",51.3567,-0.131575,98,70,5,"wallington","SES Water",44600,"Sutton","rail",0,1,0,1.3987714,202000,FALSE,FALSE,FALSE,169223.016032381,-0.162262296869401,0,0
"1561",1497,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",75,4,3.2,1.4,243,101,"Average","owner-occupied",51.591231,-0.030685,174,19,3,"blackhorse road","Thames Water",51700,"Waltham Forest","tube",1,0,1,0.6903754,632000,FALSE,FALSE,FALSE,529337.59430344,-0.162440515342658,0,0
"1562",15576,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1H","D",44,2,2.3,0.9,313,114,"Good","rental (private)",51.501566,-0.130684,57,17,1,"st. james's park","Thames Water",57500,"Westminster","tube",2,0,0,0.2007122,663000,FALSE,TRUE,FALSE,555193.610928445,-0.162603905085302,0,0
"1563",5532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W2","C",56.67,2,2.3,2.2,212,201,"Very Poor","rental (private)",51.517603,-0.180056,195,32,1,"paddington","Thames Water",66700,"Westminster","tube",5,1,0,0.2914366,728000,FALSE,TRUE,FALSE,609555.188815514,-0.162698916462206,0,0
"1564",8532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","E",95,4,5.4,4,324,237,"Very Poor","owner-occupied",51.542957,-0.189052,108,46,2,"kilburn high road","Thames Water",67400,"Brent","light_rail",0,0,1,0.37284,1002000,FALSE,FALSE,FALSE,838707.167680289,-0.162966898522666,0,0
"1565",10468,NA,NA,"S","N","F",NA,NA,NA,"BLACKHEATH",NA,NA,"SE3","D",187,6,6.4,3.8,196,114,"Average","owner-occupied",51.469803,0.022207,42,39,3,"kidbrooke","Thames Water",67800,"Greenwich","rail",0,1,0,0.6686264,1568000,FALSE,FALSE,FALSE,1310305.41721357,-0.164346034940323,0,0
"1566",7132,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","E",76,4,5,0.8,376,59,"Average","owner-occupied",51.411628,0.018057,101,68,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.2336464,478000,FALSE,FALSE,FALSE,399372.23244802,-0.164493237556442,0,0
"1567",7004,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",114,5,4.6,1.9,228,91,"Average","owner-occupied",51.417836,-0.22439,26,52,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,1.0669438,971000,FALSE,FALSE,FALSE,810673.760073806,-0.165114562230889,0,0
"1568",15372,NA,NA,"S","N","F",NA,NA,NA,"FOREST HILL",NA,NA,"SE23","C",168,7,5,3.1,169,104,"Good","owner-occupied",51.441597,-0.045949,130,36,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.6226428,1063000,FALSE,FALSE,FALSE,887193.293812018,-0.165387305915317,0,0
"1569",13448,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N4","D",90,5,3.2,1.1,202,68,"Average","owner-occupied",51.56825,-0.11974,117,40,3,"crouch hill","Thames Water",52100,"Hackney","light_rail",0,0,1,0.4604574,745000,FALSE,FALSE,FALSE,621386.031964683,-0.16592478930915,0,0
"1570",891,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",113,4,3.9,1.9,195,96,"Poor","rental (private)",51.428214,-0.194959,65,20,3,"haydons road","Thames Water",77000,"Merton","rail",0,1,0,0.3318276,1101000,FALSE,FALSE,FALSE,917592.656281138,-0.166582510189702,0,0
"1571",9046,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","C",65,3,2,1.7,172,152,"Good","owner-occupied",51.347764,-0.106593,60,91,6,"purley oaks","Thames Water",58600,"Croydon","rail",0,1,0,0.5797662,315000,FALSE,FALSE,FALSE,262433.30326071,-0.166878402346954,0,0
"1572",12804,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","C",39,2,1.6,0.8,238,119,"Very Poor","owner-occupied",51.550586,-0.193956,146,57,2,"west hampstead thameslink","Thames Water",64100,"Brent","rail",0,1,0,0.295165,478000,FALSE,FALSE,FALSE,398169.160888587,-0.167010123664044,0,0
"1573",5042,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW14","D",96,5,4,1.2,236,70,"Average","owner-occupied",51.459872,-0.40557,79,24,6,"feltham","Affinity Water",50600,"Hounslow","rail",0,1,0,1.0296598,510000,FALSE,FALSE,FALSE,424763.2629101,-0.167130857039019,0,0
"1574",1272,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW9","D",63,3,2.7,0.5,228,34,"Good","owner-occupied",51.465303,-0.296186,74,10,4,"richmond","Thames Water",61900,"Richmond upon Thames","tube",1,1,1,0.4150952,682000,FALSE,TRUE,FALSE,567971.262088808,-0.167197562919637,0,0
"1575",12682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","C",68,3,3.1,2.6,262,221,"Average","owner-occupied",51.362811,-0.092858,75,62,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.0975598,306000,FALSE,FALSE,FALSE,254710.142244218,-0.167613914234583,0,0
"1576",11306,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",60,3,3.7,1.1,351,104,"Average","owner-occupied",51.478276,0.085227,92,63,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0681866,388000,FALSE,FALSE,FALSE,322716.225843402,-0.16825714988814,0,0
"1577",8355,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE23","C",92,5,2.9,0.8,176,50,"Average","owner-occupied",51.450804,-0.042635,78,40,3,"honor oak park","Thames Water",60600,"Lewisham","light_rail",0,0,1,0.1143376,709000,FALSE,FALSE,FALSE,589547.966773135,-0.168479595524493,0,0
"1578",10061,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW8","D",70,4,3.7,1.1,298,84,"Average","owner-occupied",51.487387,-0.311681,71,12,4,"brentford","Thames Water",51200,"Hounslow","rail",0,1,0,0.3237494,552000,FALSE,FALSE,FALSE,458791.602068292,-0.168855793354543,0,0
"1579",13829,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW2","E",151,5,9.3,4.3,350,158,"Average","owner-occupied",51.455096,-0.118521,15,29,2,"brixton","Thames Water",61900,"Lambeth","tube",1,1,0,0.6854042,1480000,FALSE,FALSE,FALSE,1229904.95347393,-0.168983139544645,0,0
"1580",12859,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W13","D",53.43,3,3.1,2.7,346,297,"Very Poor","owner-occupied",51.51859,-0.314146,106,43,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.484692,481000,FALSE,FALSE,FALSE,399541.018465391,-0.169353391963844,0,0
"1581",14286,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",77,5,3.2,1.6,216,105,"Good","owner-occupied",51.385053,-0.168533,81,33,4,"hackbridge","SES Water",44300,"Sutton","rail",0,1,0,1.314261,405000,FALSE,FALSE,FALSE,336279.779202609,-0.169679557524423,0,0
"1582",9841,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA7","D",60,2,4.2,3.4,413,331,"Average","rental (private)",51.613652,-0.304291,39,70,5,"stanmore","Affinity Water",54300,"Harrow","tube",1,0,0,0.705289,376000,FALSE,FALSE,FALSE,311865.750008676,-0.170569813806712,0,0
"1583",3364,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","E",100,5,5.5,2.5,310,138,"Average","owner-occupied",51.420584,-0.291247,96,12,5,"norbiton","Thames Water",59400,"Kingston upon Thames","rail",0,1,0,0.7817212,831000,FALSE,FALSE,FALSE,688961.264980738,-0.170925072225345,0,0
"1584",9095,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N6","G",50,3,5.9,2.3,686,263,"Very Poor","owner-occupied",51.56649,-0.148757,23,92,2,"archway","Thames Water",52900,"Camden","tube",1,0,0,0.8283262,507000,FALSE,TRUE,FALSE,420329.421006944,-0.170947887560267,0,0
"1585",1496,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",113.7,6,9.2,6.9,417,313,"Average","owner-occupied",51.639263,-0.077539,76,26,5,"bush hill park","Thames Water",56700,"Enfield","light_rail",0,0,1,0.549939,735000,FALSE,FALSE,FALSE,609256.36447628,-0.171079776222749,0,0
"1586",9185,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","C",111,6,3.6,2.1,182,103,"Average","owner-occupied",51.545671,0.119171,92,7,5,"becontree","Essex & Suffolk Water",39400,"Barking and Dagenham","tube",1,0,0,0.6537128,457000,FALSE,FALSE,FALSE,378750.851522874,-0.171223519643602,0,0
"1587",14192,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",115,4,4.1,1.7,201,84,"Good","owner-occupied",51.422483,-0.191316,125,16,3,"haydons road","Thames Water",66200,"Merton","rail",0,1,0,0.5412394,1010000,FALSE,FALSE,FALSE,836910.641965741,-0.171375602014118,0,0
"1588",5920,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",79,5,4.7,1.2,335,82,"Average","owner-occupied",51.387417,-0.205073,41,31,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.5977868,427000,FALSE,FALSE,FALSE,353570.096531015,-0.171966987046803,0,0
"1589",1088,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA14","D",69,3,3,1.9,247,154,"Average","owner-occupied",51.430975,0.121239,151,43,5,"albany park","Thames Water",50500,"Bexley","rail",0,1,0,0.7295236,310000,FALSE,FALSE,FALSE,256574.960645364,-0.172338836627859,0,0
"1590",4967,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW6","C",163,7,4.7,2.8,162,97,"Good","owner-occupied",51.543684,-0.177977,66,46,2,"south hampstead","Thames Water",60900,"Brent","light_rail",0,0,1,0.1621854,1932000,FALSE,FALSE,FALSE,1598589.08091566,-0.172572939484646,0,0
"1591",9304,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR5","E",88,5,6,1.1,386,71,"Average","owner-occupied",51.383714,0.105946,32,51,6,"st mary cray","Thames Water",59500,"Bromley","rail",0,1,0,1.1545612,506000,FALSE,FALSE,FALSE,418405.300647676,-0.173112054055976,0,0
"1592",4973,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE9","E",44,2,3.4,3.4,436,430,"Average","owner-occupied",51.429019,0.04666,91,62,4,"elmstead woods","Thames Water",45800,"Greenwich","rail",0,1,0,1.0321454,225000,FALSE,FALSE,FALSE,185815.946137138,-0.174151350501611,0,0
"1593",6773,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W12","C",81,5,2.8,1.2,200,85,"Good","rental (private)",51.514772,-0.240915,63,10,2,"east acton","Thames Water",53900,"Hammersmith and Fulham","tube",1,0,0,0.4747496,825000,FALSE,TRUE,FALSE,681213.942736654,-0.174286130016177,0,0
"1594",2478,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM11","D",55,4,2.4,0.6,243,56,"Average","owner-occupied",51.580013,0.213243,82,29,6,"gidea park","Essex & Suffolk Water",52600,"Havering","rail",0,1,0,0.584116,424000,FALSE,FALSE,FALSE,350008.277600387,-0.174508779244371,0,0
"1595",2317,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","C",58,3,1.8,0.3,174,30,"Average","owner-occupied",51.379884,-0.22661,38,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,1.2229152,401000,FALSE,FALSE,FALSE,330752.156298621,-0.175181655115659,0,0
"1596",10518,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT1","C",70,3,1.4,1.3,116,106,"Average","rental (private)",51.409764,-0.307856,137,11,6,"kingston","Thames Water",63900,"Kingston upon Thames","rail",0,1,0,0.4946344,485000,FALSE,FALSE,FALSE,400032.513018992,-0.175190694806203,0,0
"1597",4411,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","C",40,2,2.7,2.2,378,316,"Average","owner-occupied",51.433503,-0.117293,66,68,3,"streatham hill","Thames Water",53400,"Croydon","rail",0,1,0,0.6574412,301000,FALSE,FALSE,FALSE,247959.631673883,-0.176213848259525,0,0
"1598",505,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N12","E",187,7,10,6.3,308,183,"Average","owner-occupied",51.610308,-0.17908,49,91,4,"west finchley","Affinity Water",51100,"Barnet","tube",1,0,0,0.568581,1165000,FALSE,FALSE,FALSE,959493.06648062,-0.176400801304189,0,0
"1599",1360,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",79,4,3.2,0.9,227,64,"Good","owner-occupied",51.574008,0.168486,114,17,6,"romford","Essex & Suffolk Water",48400,"Havering","light_rail",0,1,1,0.8401328,420000,FALSE,FALSE,FALSE,345795.943965043,-0.176676323892754,0,0
"1600",744,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",70,3,3,1.6,224,117,"Good","owner-occupied",51.591948,-0.025746,124,17,3,"walthamstow central","Thames Water",51700,"Waltham Forest","tube",1,0,1,0.7202026,508000,FALSE,FALSE,FALSE,418238.107189704,-0.176696639390346,0,0
"1601",2173,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE25","D",123,5,5.2,2,241,93,"Good","owner-occupied",51.405593,-0.079303,77,68,4,"norwood junction","Thames Water",51400,"Croydon","light_rail",0,1,1,0.7009392,640000,FALSE,FALSE,FALSE,526868.303213095,-0.176768276229538,0,0
